"","V1","V2","V3","lat","lon"
"5016","Barrister Global Services Network, Inc.","USPS-Engineer II, Public Trust or Secret Clearance|Tier II","Alexandria, VA",38.80484,-77.04692
"5017","Northrop Grumman","Project Manager 1","Chantilly, VA",38.88668,-77.44566
"5018","Amazon Corporate LLC","Systems Engineer","Herndon, VA",38.983887,-77.367457
"5019","ENSCO, Inc.","Field Service Engineer","Springfield, VA ",38.704562,-78.446119
"5020","Alltech International","Integration Engineer","Herndon, VA",38.983887,-77.367457
"5021","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"5022","Dewberry","Interns: Civil Engineer (Water Resources/Environmental)","Fairfax, VA ",38.83469,-77.27622
"5023","Apertus Partners","Telecommunications Engineer","Reston, VA",38.96146,-77.3418
"5024","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"5025","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"5026","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"5027","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"5028","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"5029","Tenneco Inc.","Engineering/Maintenance Manager","Harrisonburg, VA",38.422777,-78.877137
"5030","TeleniX","Requirements Engineer","Chantilly, VA",38.88668,-77.44566
"5031","ENSCO, Inc.","Industrial Control Systems Reverse Engineer","Springfield, VA ",38.704562,-78.446119
"5032","Vencore","Systems Engineer IV","Reston, VA",38.96146,-77.3418
"5033","Toray Plastics (America), Inc.","Process Engineer II","Front Royal, VA",38.928308,-78.174537
"5034","Dell","Test Engineer Virginia\DC","Mechanicsville, VA",37.628179,-77.281955
"5035","Cymer","Eng 2, Field Service","Korea, VA",37.443714,-80.516094
"5036","KEYW Corporation","Systems Engineer","Herndon, VA",38.983887,-77.367457
"5037","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"5038","RadiantBlue Technologies, Inc.","Junior DevOps Engineer","Chantilly, VA",38.88668,-77.44566
"5039","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"5040","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"5041","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"5042","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"5043","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"5044","Raytheon","SOC, CSIOC, CIRT Junior Analyst","Herndon, VA ",38.983887,-77.367457
"5045","Navy Federal Credit Union","Branch Facility Property Manager II","Merrifield, VA ",38.873861,-77.234454
"5046","Luna Innovations Incorporated","Student - Biomaterials Intern","Charlottesville, VA ",38.087663,-78.556765
"5047","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"5048","Harris Corporation","Intern/Co-op D","Herndon, VA",38.983887,-77.367457
"5049","Concilio Labs","Data Engineer","McLean, VA",38.935202,-77.18672
"5050","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"5051","BCMC","Principal Data Mining and Analytics Engineer (Top Secret Req...","Falls Church, VA",38.862044,-77.154372
"5052","GS5","Biometrics Data Analyst_SW Systems Engineer_Intermediate","Charlottesville, VA",38.087663,-78.556765
"5053","Engility Corporation","Data Transport Systems Engineer","Reston, VA ",38.96146,-77.3418
"5054","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"5055","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"5056","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"5057","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"5058","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"5059","RCT-Systems","Systems Engineer","Fairfax County, VA",38.740054,-77.189796
"5060","General Dynamics Mission Systems","Software Engineering Intern (PAID)","Fairfax, VA",38.83469,-77.27622
"5061","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"5062","Brilliance Publishing","Support Engineer","Herndon, VA",38.983887,-77.367457
"5063","EOIR Technologies","Electro-Optical Infrared Engineer","Fort Belvoir, VA",38.714562,-77.167886
"5064","ALTA IT Services LLC","Systems Engineer","Merrifield, VA ",38.873861,-77.234454
"5065","VERSAR","CIVIL ENGINEER MANAGER","Dulles, VA",39.002125,-77.442066
"5066","Mitre Corporation","Computer Science Summer Intern","Quantico, VA",38.52602,-77.322803
"5067","Dept of Transportation","Engineering Technician Senior Permits (Chesterfield Residenc...","Chesterfield, VA",37.392683,-77.605362
"5068","Sev1Tech","Entry Level Recruiter","Woodbridge, VA",38.625541,-77.271644
"5069","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"5070","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"5071","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"5072","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"5073","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"5074","Dell","Test Engineer Virginia\DC","Mechanicsville, VA",37.628179,-77.281955
"5075","Clarabridge","Systems Engineer","Reston, VA",38.96146,-77.3418
"5076","Orbital ATK","Manufacturing Process Engineer Job","Radford, VA",37.119732,-80.556541
"5077","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"5078","ALEX-Alternative Experts LLC","Systems Engineer with Security Clearance","Dahlgren, VA",38.326218,-77.039825
"5079","Alltech International","Integration Engineer","Herndon, VA",38.983887,-77.367457
"5080","National Industries for the Blind","Specialist, Engineering Support","Alexandria, VA  ",38.80484,-77.04692
"5081","Prism Inc.","NetScaler Engineer","Arlington, VA",37.283482,-77.294978
"5082","HNTB Corporation","Resident Engineer","Richmond, VA",37.626617,-77.492834
"5083","Zachary Piper, LLC","Information Assurance Engineer","Arlington, VA",37.283482,-77.294978
"5084","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"5085","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"5086","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"5087","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"5088","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"5089","Brown and Caldwell","Intern I","Virginia Beach, VA  ",36.844004,-76.12036
"5090","Northrop Grumman","College Intern Technical","Lorton, VA ",38.692865,-77.204031
"5091","Amec Foster Wheeler","Facility Operations and Maintenance Manager","Chantilly, VA",38.88668,-77.44566
"5092","A&A Fence","Project Assistant/Job Coordinator","Manassas, VA",38.744685,-77.487162
"5093","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"5094","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"5095","BCMC","Principal Data Mining and Analytics Engineer (Top Secret Req...","Falls Church, VA",38.862044,-77.154372
"5096","Storage Strategies, Inc.","2016-002 Data Analytics Engineer I","Sterling, VA",39.085309,-77.645224
"5097","Concilio Labs","Data Engineer","McLean, VA",38.935202,-77.18672
"5098","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"5099","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"5100","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"5101","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"5102","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"5103","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"5104","Apogee Integration, LLC","Enterprise Product Quality Engineer","Chantilly, VA",38.88668,-77.44566
"5105","Millennium Corporation","Test Engineer","Alexandria, VA  ",38.80484,-77.04692
"5106","ENSCO, Inc.","Industrial Control Systems Reverse Engineer","Springfield, VA ",38.704562,-78.446119
"5107","Prism, Inc","Wintel Engineer (part time/remote support)","Arlington, VA",37.283482,-77.294978
"5108","Lumos Networks","NOC Engineer II","Richmond, VA",37.626617,-77.492834
"5109","Six3 Systems","Systems Engineer, Mid","Virginia",NA,NA
"5110","Perrigo","Quality Assurance Engineer","Charlottesville, VA",38.087663,-78.556765
"5111","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"5112","Northrop Grumman","Technical Editor and Writer 3","McLean, VA",38.935202,-77.18672
"5113","Raytheon","SIEM and Integration Design Engineer","Herndon, VA ",38.983887,-77.367457
"5114","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"5115","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"5116","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"5117","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"5118","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"5119","Raytheon","SOC, CSIOC, CIRT Junior Analyst","Herndon, VA ",38.983887,-77.367457
"5120","Navy Federal Credit Union","Branch Facility Property Manager II","Merrifield, VA ",38.873861,-77.234454
"5121","Luna Innovations Incorporated","Student - Biomaterials Intern","Charlottesville, VA ",38.087663,-78.556765
"5122","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"5123","Harris Corporation","Intern/Co-op D","Herndon, VA",38.983887,-77.367457
"5124","Concilio Labs","Data Engineer","McLean, VA",38.935202,-77.18672
"5125","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"5126","BCMC","Principal Data Mining and Analytics Engineer (Top Secret Req...","Falls Church, VA",38.862044,-77.154372
"5127","GS5","Biometrics Data Analyst_SW Systems Engineer_Intermediate","Charlottesville, VA",38.087663,-78.556765
"5128","Engility Corporation","Data Transport Systems Engineer","Reston, VA ",38.96146,-77.3418
"5129","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"5130","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"5131","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"5132","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"5133","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"5134","BAE Systems","Control Systems Intern","Radford, VA ",37.119732,-80.556541
"5135","Brown and Caldwell","Intern I","Virginia Beach, VA  ",36.844004,-76.12036
"5136","Northrop Grumman","College Intern Technical","Lorton, VA ",38.692865,-77.204031
"5137","Amec Foster Wheeler","Facility Operations and Maintenance Manager","Chantilly, VA",38.88668,-77.44566
"5138","A&A Fence","Project Assistant/Job Coordinator","Manassas, VA",38.744685,-77.487162
"5139","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"5140","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"5141","BCMC","Principal Data Mining and Analytics Engineer (Top Secret Req...","Falls Church, VA",38.862044,-77.154372
"5142","Storage Strategies, Inc.","2016-002 Data Analytics Engineer I","Sterling, VA",39.085309,-77.645224
"5143","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"5144","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"5145","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"5146","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"5147","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"5148","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"5149","Amec Foster Wheeler","Facility Operations and Maintenance Manager","Chantilly, VA",38.88668,-77.44566
"5150","A&A Fence","Project Assistant/Job Coordinator","Manassas, VA",38.744685,-77.487162
"5151","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"5152","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"5153","SAIC","Geographic Information Systems (GIS) Analyst Intern Job","Chantilly, VA ",38.88668,-77.44566
"5154","Concilio Labs","Data Engineer","McLean, VA",38.935202,-77.18672
"5155","Storage Strategies, Inc.","2016-002 Data Analytics Engineer I","Sterling, VA",39.085309,-77.645224
"5156","BCMC","Principal Data Mining and Analytics Engineer (Top Secret Req...","Falls Church, VA",38.862044,-77.154372
"5157","GS5","Biometrics Data Analyst_SW Systems Engineer_Intermediate","Charlottesville, VA",38.087663,-78.556765
"5158","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"5159","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"5160","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"5161","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"5162","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"5163","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"5164","BAE Systems","Control Systems Intern","Radford, VA ",37.119732,-80.556541
"5165","Brown and Caldwell","Intern I","Virginia Beach, VA  ",36.844004,-76.12036
"5166","Northrop Grumman","College Intern Technical","Lorton, VA ",38.692865,-77.204031
"5167","Amec Foster Wheeler","Facility Operations and Maintenance Manager","Chantilly, VA",38.88668,-77.44566
"5168","A&A Fence","Project Assistant/Job Coordinator","Manassas, VA",38.744685,-77.487162
"5169","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"5170","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"5171","BCMC","Principal Data Mining and Analytics Engineer (Top Secret Req...","Falls Church, VA",38.862044,-77.154372
"5172","Storage Strategies, Inc.","2016-002 Data Analytics Engineer I","Sterling, VA",39.085309,-77.645224
"5173","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"5174","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"5175","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"5176","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"5177","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"5178","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"5179","Luna Innovations Incorporated","Student - Biomaterials Intern","Charlottesville, VA ",38.087663,-78.556765
"5180","Salient CRGT","Document Control Specialist 1/2 (Declassification/All Source...","Arlington, VA",37.283482,-77.294978
"5181","Brown and Caldwell","Intern I","Virginia Beach, VA  ",36.844004,-76.12036
"5182","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"5183","Amec Foster Wheeler","Facility Operations and Maintenance Manager","Chantilly, VA",38.88668,-77.44566
"5184","Harris Corporation","Intern/Co-op D","Herndon, VA",38.983887,-77.367457
"5185","SAIC","Geographic Information Systems (GIS) Analyst Intern Job","Chantilly, VA ",38.88668,-77.44566
"5186","Concilio Labs","Data Engineer","McLean, VA",38.935202,-77.18672
"5187","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"5188","GS5","Biometrics Data Analyst_SW Systems Engineer_Intermediate","Charlottesville, VA",38.087663,-78.556765
"5189","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"5190","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"5191","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
