"","V1","V2","V3","lat","lon"
"7499","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"7500","PenFed Credit Union","Research Analyst I","Alexandria, VA",38.80484,-77.04692
"7501","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"7502","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"7503","BAE Systems","Red Cell Intelligence Analyst","Fort Belvoir, VA",38.714562,-77.167886
"7504","KEYW Corporation","Intel/Data Analyst","Merrifield, VA",38.873861,-77.234454
"7505","PRA Health Sciences","CRA - Multi-Therapeutic - VA - DC","Virginia",NA,NA
"7506","Abraxas, Cubic Global Defense","GIS Database Analyst/Programmer","McLean, VA",38.935202,-77.18672
"7507","Fulcrum Concepts LLC","Bookkeeper - Full Time","Mattaponi, VA ",37.613475,-76.810087
"7508","L-3 Communications","PROGRAM ANALYST","Norfolk, VA",36.895911,-76.208521
"7509","Vadata, Inc","Procurement Manager-Data Center Global Services (DCGS)","Herndon, VA",38.983887,-77.367457
"7510","FIS","Business Analyst","McLean, VA",38.935202,-77.18672
"7511","K12","Intern- Operations","Herndon, VA",38.983887,-77.367457
"7512","Facility Engineering Associates","Facility Management Intern","Fairfax, VA",38.83469,-77.27622
"7513","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"7514","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"7515","PenFed Credit Union","Research Analyst I","Alexandria, VA",38.80484,-77.04692
"7516","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"7517","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"7518","Smart Media Group","Research Analyst","Alexandria, VA  ",38.80484,-77.04692
"7519","SAVA","Administrative Assistant (Able to obtain a Secret clearance)","Springfield, VA",38.704562,-78.446119
"7520","Richmond Public Schools","Preschool Intake General Education Teacher","Richmond, VA",37.626617,-77.492834
"7521","Aderas","Healthcare EHR Business Analyst","Vienna, VA ",38.897361,-77.253749
"7522","AECOM","Documentation Specialist 2","Norfolk, VA",36.895911,-76.208521
"7523","Capital One","Sr. Data Analyst","Richmond, VA",37.626617,-77.492834
"7524","Commonwealth Computer Research, Inc.","Technical Writer","Charlottesville, VA  ",38.087663,-78.556765
"7525","Cyveillance, Inc.","Cyber Intelligence Analyst","Reston, VA ",38.96146,-77.3418
"7526","CENTRA Technology Inc.","Research Analyst","Arlington, VA",37.283482,-77.294978
"7527","QVine Corporation","Systems Analyst","Reston, VA ",38.96146,-77.3418
"7528","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"7529","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"7530","PenFed Credit Union","Research Analyst I","Alexandria, VA",38.80484,-77.04692
"7531","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"7532","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"7533","University of Virginia Health System","Epilepsy Monitoring Unit Monitor Technician 6 Central (wage...","Charlottesville, VA",38.087663,-78.556765
"7534","Nationwide IT Services, Inc.","Database Analyst","Alexandria, VA",38.80484,-77.04692
"7535","Pathways","Billing Coordinator","Fredericksburg, VA",38.313488,-77.403848
"7536","Capital One","Sr. Data Analyst","Richmond, VA",37.626617,-77.492834
"7537","Information Innovators Inc.","Business Development Analyst","Springfield, VA",38.704562,-78.446119
"7538","Applied Memetics LLC","Functional Analyst, Junior","Fairfax, VA",38.83469,-77.27622
"7539","AECOM","Documentation Specialist 2","Norfolk, VA",36.895911,-76.208521
"7540","IPT Associates","Junior Analyst","Falls Church, VA ",38.862044,-77.154372
"7541","CACI International Inc","DSS - QUALITY ASSURANCE SPECIALIST - INTERMEDIATE Job","Quantico, VA",38.52602,-77.322803
"7542","Dollar Tree","IMPORT LOGISTICS ANALYST","Chesapeake, VA  ",36.749991,-76.218759
"7543","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"7544","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"7545","PenFed Credit Union","Research Analyst I","Alexandria, VA",38.80484,-77.04692
"7546","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"7547","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"7548","Vencore","IT Specialist/ SharePoint","McLean, VA",38.935202,-77.18672
"7549","Prince William County Government","Scale Operator","Manassas, VA",38.744685,-77.487162
"7550","Department of Defense","Multimedia Specialist","Springfield, VA",38.704562,-78.446119
"7551","McGuireWoods LLP","Technical Operations Center Analyst","Richmond, VA",37.626617,-77.492834
"7552","Lidl","Marketing Analyst","Arlington, VA",37.283482,-77.294978
"7553","Granato Group","Counselor (Non-Licensed)","McLean, VA",38.935202,-77.18672
"7554","Stone Tower Winery","Wine Club & Assistant Tasting Room Manager","Leesburg, VA ",39.041987,-77.605404
"7555","CACI International Inc","FOREIGN LANGUAGE ANALYST - Dhivehi Job","Virginia",NA,NA
"7556","National Rural Utilities Cooperative Finance Corpo...","Economic Analyst","Dulles, VA",39.002125,-77.442066
"7557","MDA Information Systems LLC","SIGINT Geospatial Metadata Analyst","Charlottesville, VA",38.087663,-78.556765
"7558","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"7559","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"7560","PenFed Credit Union","Research Analyst I","Alexandria, VA",38.80484,-77.04692
"7561","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"7562","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"7563","George Mason University","Research Assistant Professor, DTRA","Fairfax, VA",38.83469,-77.27622
"7564","George Mason University","Research Assistant Professor/Research Associate Professor, N...","Fairfax, VA",38.83469,-77.27622
"7565","ProActive Technologies Inc.","Data Entry Operator II","Quantico, VA",38.52602,-77.322803
"7566","Goldbelt, Inc.","DATA ENTRY OPERATOR II","Newport News, VA",37.058296,-76.463471
"7567","Grant Thornton","Health Systems Analyst","Alexandria, VA  ",38.80484,-77.04692
"7568","Booz Allen Hamilton","Video / Voice / Data Business Lead","Herndon, VA",38.983887,-77.367457
"7569","Capital One","Data Warehouse and Reporting Technical Specialist","Richmond, VA",37.626617,-77.492834
"7570","ALQIMI","Systems/Software Analyst I","Springfield, VA",38.704562,-78.446119
"7571","Booz Allen Hamilton","Business Systems Analyst, Junior","Herndon, VA",38.983887,-77.367457
"7572","General Dynamics - Information Technology","Network Analyst/Systems Administrator II - TS/SCI - Ft. Belv...","Fort Belvoir, VA",38.714562,-77.167886
"7573","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"7574","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"7575","PenFed Credit Union","Research Analyst I","Alexandria, VA",38.80484,-77.04692
"7576","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"7577","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"7578","Riverside Health System","Financial Analyst","Virginia",NA,NA
"7579","Liebherr Mining Equipment Newport News Co.","Market Analyst","Newport News, VA",37.058296,-76.463471
"7580","American College of Radiology","Membership Database Specialist","Reston, VA ",38.96146,-77.3418
"7581","TechnoGen Inc","Netezza Database Administrator","Herndon, VA",38.983887,-77.367457
"7582","Sotera Defense Solutions, Inc.","Database Administrator","Herndon, VA ",38.983887,-77.367457
"7583","Dynamis","Administrative Clerk (TSA/CRL)","Arlington, VA  ",37.283482,-77.294978
"7584","Tanager, Inc.","Incident Response Analyst V","Arlington, VA",37.283482,-77.294978
"7585","George Mason University","Human Resources Analyst I - Benefits Administrator","Fairfax, VA",38.83469,-77.27622
"7586","GBP Financial Solutions","PR0015SA - Technical Data Analyst - Chester, VA - 03/15/2016","Chester, VA",37.320744,-77.454311
"7587","Integrated Data Services","Business Analyst","Arlington, VA",37.283482,-77.294978
"7588","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"7589","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"7590","PenFed Credit Union","Research Analyst I","Alexandria, VA",38.80484,-77.04692
"7591","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"7592","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"7593","CSRA","Policy Analyst/ Writer - Arlington, VA","Arlington, VA",37.283482,-77.294978
"7594","BAE Systems","ITSM Metrics Analyst","Dulles, VA",39.002125,-77.442066
"7595","Missing Link Security","Incident Response Analyst","Arlington, VA",37.283482,-77.294978
"7596","Armed Forces Services Corporation","Disability Evaluation Analyst","Arlington, VA",37.283482,-77.294978
"7597","Sotera Defense Solutions, Inc.","Database Administrator","Herndon, VA ",38.983887,-77.367457
"7598","Integrated Data Services","Business Analyst","Arlington, VA",37.283482,-77.294978
"7599","Tanager, Inc.","Incident Response Analyst V","Arlington, VA",37.283482,-77.294978
"7600","TechnoGen Inc","Netezza Database Administrator","Herndon, VA",38.983887,-77.367457
"7601","SunTrust","Operations Analyst (Richmond, VA)","Richmond, VA",37.626617,-77.492834
"7602","Johnson, Mirmiran & Thompson, Inc.","Business Analyst","Richmond, VA",37.626617,-77.492834
"7603","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"7604","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"7605","PenFed Credit Union","Research Analyst I","Alexandria, VA",38.80484,-77.04692
"7606","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"7607","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"7608","ProActive Technologies Inc.","Data Entry Operator II","Quantico, VA",38.52602,-77.322803
"7609","Goldbelt, Inc.","DATA ENTRY OPERATOR II","Newport News, VA",37.058296,-76.463471
"7610","Grant Thornton","Health Systems Analyst","Alexandria, VA  ",38.80484,-77.04692
"7611","McGuireWoods LLP","Technical Operations Center Analyst","Richmond, VA",37.626617,-77.492834
"7612","Capital One","Data Warehouse and Reporting Technical Specialist","Richmond, VA",37.626617,-77.492834
"7613","Booz Allen Hamilton","Video / Voice / Data Business Lead","Herndon, VA",38.983887,-77.367457
"7614","ALQIMI","Systems/Software Analyst I","Springfield, VA",38.704562,-78.446119
"7615","Booz Allen Hamilton","Business Systems Analyst, Junior","Herndon, VA",38.983887,-77.367457
"7616","Dept of Behavioral Health & Developmental Sv","Center of Excellence Program Coordinator","Richmond, VA",37.626617,-77.492834
"7617","General Dynamics - Information Technology","Network Analyst/Systems Administrator II - TS/SCI - Ft. Belv...","Fort Belvoir, VA",38.714562,-77.167886
"7618","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"7619","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"7620","PenFed Credit Union","Research Analyst I","Alexandria, VA",38.80484,-77.04692
"7621","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"7622","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"7623","E3 Federal Solutions, LLC","Project Analyst DODP1","Virginia",NA,NA
"7624","Department of Defense","GEOINT Analyst (Imagery Intelligence)","McLean, VA",38.935202,-77.18672
"7625","Edelman Financial","Retirement Plans Analyst","Alexandria, VA ",38.80484,-77.04692
"7626","redtoo","Technical/Data Analyst for ITPM","Chester, VA ",37.320744,-77.454311
"7627","S2 Analytical Solutions","Cost Estimator/Analyst","Lorton, VA ",38.692865,-77.204031
"7628","The Tauri Group","Senior Data Analyst","Alexandria, VA",38.80484,-77.04692
"7629","Booz Allen Hamilton","Data Ingest & ETL Specialist, Senior","Chantilly, VA ",38.88668,-77.44566
"7630","VIcom - Virginia Integrated Communication","Account Executive - Security, Voice, and Data","Richmond, VA",37.626617,-77.492834
"7631","Arena Technologies","Resource Analyst","Chantilly, VA",38.88668,-77.44566
"7632","General Dynamics Information Technology","Data Entry Specialist","McLean, VA ",38.935202,-77.18672
"7633","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"7634","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"7635","PenFed Credit Union","Research Analyst I","Alexandria, VA",38.80484,-77.04692
"7636","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"7637","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"7638","CSRA","Policy Analyst/ Writer - Arlington, VA","Arlington, VA",37.283482,-77.294978
"7639","BAE Systems","ITSM Metrics Analyst","Dulles, VA",39.002125,-77.442066
"7640","Missing Link Security","Incident Response Analyst","Arlington, VA",37.283482,-77.294978
"7641","Armed Forces Services Corporation","Disability Evaluation Analyst","Arlington, VA",37.283482,-77.294978
"7642","Sotera Defense Solutions, Inc.","Database Administrator","Herndon, VA ",38.983887,-77.367457
"7643","Integrated Data Services","Business Analyst","Arlington, VA",37.283482,-77.294978
"7644","Tanager, Inc.","Incident Response Analyst V","Arlington, VA",37.283482,-77.294978
"7645","TechnoGen Inc","Netezza Database Administrator","Herndon, VA",38.983887,-77.367457
"7646","SunTrust","Operations Analyst (Richmond, VA)","Richmond, VA",37.626617,-77.492834
"7647","Johnson, Mirmiran & Thompson, Inc.","Business Analyst","Richmond, VA",37.626617,-77.492834
"7648","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"7649","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"7650","PenFed Credit Union","Research Analyst I","Alexandria, VA",38.80484,-77.04692
"7651","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"7652","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"7653","University of Virginia Health System","Epilepsy Monitoring Unit Monitor Technician 6 Central (wage...","Charlottesville, VA",38.087663,-78.556765
"7654","Nationwide IT Services, Inc.","Database Analyst","Alexandria, VA",38.80484,-77.04692
"7655","Pathways","Billing Coordinator","Fredericksburg, VA",38.313488,-77.403848
"7656","Capital One","Sr. Data Analyst","Richmond, VA",37.626617,-77.492834
"7657","Information Innovators Inc.","Business Development Analyst","Springfield, VA",38.704562,-78.446119
"7658","Applied Memetics LLC","Functional Analyst, Junior","Fairfax, VA",38.83469,-77.27622
"7659","AECOM","Documentation Specialist 2","Norfolk, VA",36.895911,-76.208521
"7660","IPT Associates","Junior Analyst","Falls Church, VA ",38.862044,-77.154372
"7661","CACI International Inc","DSS - QUALITY ASSURANCE SPECIALIST - INTERMEDIATE Job","Quantico, VA",38.52602,-77.322803
"7662","Dollar Tree","IMPORT LOGISTICS ANALYST","Chesapeake, VA  ",36.749991,-76.218759
"7663","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"7664","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"7665","PenFed Credit Union","Research Analyst I","Alexandria, VA",38.80484,-77.04692
"7666","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"7667","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"7668","Richmond Public Schools","Office Associate II","Richmond, VA",37.626617,-77.492834
"7669","George Mason University","Research Assistant Professor/Research Associate Professor, N...","Fairfax, VA",38.83469,-77.27622
"7670","ProActive Technologies Inc.","Data Entry Operator II","Quantico, VA",38.52602,-77.322803
"7671","ALQIMI","Systems/Software Analyst I","Springfield, VA",38.704562,-78.446119
"7672","Grant Thornton","Health Systems Analyst","Alexandria, VA  ",38.80484,-77.04692
"7673","Capital One","Data Warehouse and Reporting Technical Specialist","Richmond, VA",37.626617,-77.492834
"7674","Booz Allen Hamilton","Business Systems Analyst, Junior","Herndon, VA",38.983887,-77.367457
"7675","RadiantBlue Technologies, Inc.","Systems Analyst I","Chantilly, VA",38.88668,-77.44566
"7676","Booz Allen Hamilton","Video / Voice / Data Business Lead","Herndon, VA",38.983887,-77.367457
